,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418
189,article,code,sécurité,sociale,taux,remplacé,taux,perte,recettes,sécurité,sociale,compensée,due,concurrence,création,taxe,additionnelle,droits,visés,articles,code,général,entreprises,répartition,pharmaceutique,jouent,rôle,crucial,chaîne,médicament,assurant,approvisionnement,pharmacies,françaises,ensemble,territoire,missions,obligations,service,public,encadrées,agence,nationale,sécurité,médicament,ansm,disposer,stocks,médicaments,permettant,satisfaire,jours,consommation,habituelle,livrer,ensemble,pharmacies,officine,délai,charque,commande,disposer,médicaments,commercialisés,contexte,multiplication,tensions,approvisionnement,médicaments,répartiteurs,pharmaceutiques,cœur,diminution,impact,missions,confiées,etat,acteurs,privés,rémunération,derniers,encadrée,arrêté,marge,ailleurs,activité,répartiteur,soumise,taxe,prélevée,agence,centrale,sécurité,sociale,acoss,titre,vente,gros,médicaments,assiette,contribution,composée,parts,correspond,taux,chiffre,affaires,taxe,réalisé,entreprise,cours,année,années,système,rémunération,inadapté,évolution,marché,viable,répartiteurs,pharmaceutiques,ailleurs,profession,taxation,spécifique,pénalise,fortement,marges,unitaires,faibles,ampute,capital,applique,chiffre,affaires,contribution,structuration,taux,devenue,totalement,obsolète,confiscatoire,représente,marge,réglementée,excédent,brut,exploitation,perte,nette,exploitation,millions,euros,millions,euros,projections,envisagent,perte,millions,euros,total,millions,euros,manque,gagner,état,absence,mesures,urgence,concrètes,qualité,approvisionnement,quotidien,français,médicaments,remise,risque,ministre,solidarités,santé,engagée,débats,plfss,travaux,autour,changement,modèle,aboutissent,cours,trimestre,discussions,entamées,ministère,procéder,nouveau,système,rémunération,moyen,terme,engagement,concrétisé,stade,travers,mesures,correspondant,besoins,essentiel,court,terme,prendre,mesures,année,éviter,effondrement,circuit,médicament,baisse,contribution,régler,crise,connait,représente,volet,défaut,traiter,fond,refonte,complète,assiette,contribution,repli,prévoit,réduire,taux,dégager,millions,euros,répartition,représente,emplois,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,substituer,mots,proposé,supprimer,terme,remplacer,terme,garantir,meilleur,état,usage,dispositifs,médicaux,aides,techniques,visées,dispositions,utilisés,personnes,particulièrement,fragiles,handicap,avancée,âge,souffrant,maladies,chroniques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,substituer,mots,prestataire,défini,mots,défini,publics,fragiles,visés,article,recours,types,intervention,savoir,emploi,direct,particulier,employeur,service,mandataire,mode,omet,mode,intervention,vise,intégrer,ensemble,modes,intervention,domicile,simplifier,vie,personnes,perte,autonomie,handicap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,supprimer,alinéas,plfss,simplifie,cadre,légal,certificats,médicaux,pratique,sportive,mineurs,disciplines,sportives,contraintes,particulières,gouvernement,entend,appuyer,consultations,obligatoires,prévues,âge,tranche,âge,obligation,production,certificat,médical,obtention,licence,sportive,supprimée,remplacée,déclaration,remplie,représentant,légal,permettant,assurer,jeunes,bien,médecin,simplification,concerne,millions,mineurs,licenciés,objectif,libérer,temps,médical,chiffré,millions,euros,prévention,promotion,santé,enfants,rester,priorité,travers,école,obligatoire,parallèle,agit,réfléchir,médecins,scolaires,pourraient,utilement,concourir,nouvelles,priorités,nationales,exerçant,pleinement,missions,sens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,compléter,modalités,attribution,enveloppe,millions,euros,susvisée,précisées,décret,application,tarification,financement,saad,répondent,enjeu,démographique,actuel,personnes,souhaitent,majoritairement,rester,contexte,décret,mai,prévu,article,lfss,venu,poser,bases,préfiguration,nouveau,modèle,financement,visait,fixer,critères,sélection,attribution,enveloppe,millions,année,octroyée,cnsa,conserve,principes,financement,tarification,existent,préfigure,réforme,impose,saad,conclure,contrat,pluriannuel,objectifs,moyens,cpom,opère,différence,attribution,crédits,saad,habilités,saad,habilités,institue,inégalité,charge,fédérations,engagé,recours,contentieux,contre,texte,vise,faire,préciser,décret,nouvelles,modalités,attribution,enveloppe,millions,allouée,domicile,année,prises,concertation,acteurs,caisse,nationale,solidarité,autonomie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,supprimer,prévoit,suppression,article,prévoit,finalisation,réformes,opposés,transfert,recettes,branches,sécurité,sociale,répartition,tva,taxe,salaires,branches,conséquence,allègements,généraux,cotisations,patronales,opposons,prévoit,transfert,sécurité,sociale,financement,agence,nationale,sécurité,médicament,ansm,agence,nationale,santé,publique,ansp,mauvaise,appréciation,domaine,sécurité,sociale,ansm,ansp,agences,relatives,santé,publique,prévention,rester,giron,budget,gérénal,état,article,prévoit,abrogation,transferts,dette,agence,centrale,sécurité,sociale,caisse,amortissement,dette,sociale,nstauration,compensation,régime,spécial,retraite,personnel,sncf,cnav,fin,régime,spécial,retraite,personnel,sncf,voté,nouveau,pacte,ferroviaire,finalisation,réforme,rsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,article,code,sécurité,sociale,inséré,rédigé,zones,mentionnées,région,corse,collectivité,corse,responsables,établir,valeur,coefficient,vise,adapter,mieux,valeur,coefficients,géographiques,régions,difficultés,particulières,liées,contraintes,offrir,régions,répartition,équitable,établissements,santé,convient,appliquer,politique,inclusive,vise,permettre,régions,modifier,coefficients,géographiques,objectif,répondre,mieux,besoins,concitoyens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,article,code,sécurité,sociale,inséré,rédigé,corse,collectivité,corse,compétente,déterminer,valeur,coefficient,mentionné,vise,donner,compétence,collectivité,corse,déterminer,valeur,coefficients,géographiques,bénéfice,établissements,implantés,île,répondre,mieux,contraintes,liées,relief,répartition,établissements,santé,territoire,convient,appliquer,politique,inclusive,adaptée,enjeux,territoriaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,supprimer,article,lieu,aligner,revalorisation,prestations,sociales,familiales,inflation,minimum,article,code,sécurité,sociale,article,prévoit,revalorisation,inflation,estimée,revalorisation,correspond,prestations,sociales,entrainer,perte,pouvoir,achat,publics,déjà,fragilisés,encontre,objectif,permettre,personnes,accéder,revenu,décent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,compléter,modalités,attribution,enveloppe,millions,euros,susvisée,précisées,décret,application,vise,faire,préciser,décret,nouvelles,modalités,attribution,enveloppe,millions,allouée,domicile,année,engager,nouvelle,concertation,nouvelles,modalités,octroi,décret,mai,venu,poser,bases,préfiguration,nouveau,modèle,financement,saad,pourtant,conserve,principes,financement,tarification,existant,préfigure,réforme,recours,contentieux,contre,texte,réglementaire,engagé,fédérations,répondre,attentes,opportun,travailler,nouvelles,modalités,attribution,nouvelle,enveloppe,destinée,accompagnement,domicile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,article,code,sécurité,sociale,complétée,mots,fédérations,nationales,représentatives,établissements,services,sanitaires,publics,privés,accompagner,logique,parcours,décloisonnement,attractivité,médicale,établissements,santé,vise,soumettre,avis,préalable,fédérations,hospitalières,publiques,privées,mesures,conventionnelles,répercussions,significatives,pilotage,gestion,établissements,santé,cadre,concertations,précédant,mécanisme,approbation,tacite,opposition,expresse,ministres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,télésanté,supprimer,fin,conséquence,occurrence,santé,supprimer,fin,conséquence,supprimer,alinéas,hôpitaux,proximité,nécessaires,couverture,santé,territoire,national,représentent,engagement,salutaire,état,destination,français,situent,zones,rurales,urbaines,périurbaines,article,entérine,ouverture,hôpitaux,exercice,libéral,or,exercice,libéral,répond,actuellement,principes,véritable,service,public,santé,liberté,installation,liberté,tarifaire,possibilité,travailler,solitaire,bon,remboursement,principes,développer,face,contradiction,objectifs,fondamentaux,hôpitaux,proximité,demandons,interdiction,pratique,libérale,sein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,article,code,sécurité,sociale,complétée,mots,fédérations,nationales,représentatives,établissements,services,sanitaires,publics,privés,accompagner,logique,parcours,décloisonnement,attractivité,médicale,établissements,santé,présente,proposition,modification,législative,vise,soumettre,avis,préalable,fédérations,hospitalières,publiques,privées,mesures,conventionnelles,répercussions,significatives,pilotage,gestion,établissements,santé,cadre,concertations,précédant,mécanisme,approbation,tacite,opposition,expresse,ministre,chargé,sécurité,août,confie,représentants,médecins,libéraux,uncam,soin,hiérarchiser,fixer,tarifs,actes,médicaux,fédérations,hospitalières,consultées,informées,discussions,engagées,cadre,concernées,résultats,négociations,impact,construction,pmsi,valorisation,cadre,tarification,activité,repose,classification,commune,actes,médicaux,ccam,ailleurs,organisation,soins,proximité,montée,charge,communautés,professionnelles,territoriales,santé,développement,hôpitaux,proximité,rendent,importante,création,espace,dialogue,commun,autour,objectifs,partagés,amélioration,service,rendu,valorisation,actes,médicaux,conséquences,directes,choix,exercice,médecins,secteurs,contexte,fédérations,hospitalières,puissent,concertées,amont,élaboration,conventions,annexes,avenants,conclus,uncam,professionnels,santé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,section,chapitre,v,titre,iii,livre,iv,partie,code,santé,publique,modifiée,article,complétée,mots,mise,réserve,constituée,relatif,dépenses,soins,ville,conditions,définies,article,article,crédits,ajouter,mots,modalités,constitution,utilisation,mise,réserve,mentionnée,article,fixées,année,arrêté,ministres,chargés,santé,budget,sécurité,sociale,personnes,âgées,personnes,handicap,avis,conseil,national,pilotage,agences,régionales,santé,regard,avis,mentionné,article,code,sécurité,sociale,proposition,législative,faire,sorte,mises,réserve,prudentielles,plfss,issues,programmation,finances,publiques,portent,manière,équilibrée,susceptibles,connaître,dépassement,enveloppes,ouvertes,enveloppe,ville,regard,respect,ondam,inscrit,nécessité,contraintes,partagées,ensemble,constituent,cour,comptes,octobre,application,lois,financement,sécurité,sociale,réitère,appel,mise,contribution,ensemble,secteurs,offre,soins,assurer,respect,soins,ville,jour,exemptés,essentiel,mécanisme,prudentiel,mis,œuvre,hospitaliers,mises,réserve,annulations,efforts,partagés,avèrent,lourds,disproportionnés,composantes,ondam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,délai,mois,compter,promulgation,présente,gouvernement,remet,parlement,financement,psychiatrie,évolutions,prend,augmentation,démographie,pathologies,traitées,conditions,travail,personnels,médicaux,paramédicaux,cour,comptes,rappelait,pathologies,relevant,psychiatrie,situent,france,rang,maladies,fréquentes,cancer,maladies,statistiques,drees,nombre,patients,avère,hausse,mobilisations,psychiatrie,alerter,havre,rouvray,amiens,paris,niort,dijon,toulouse,madame,ministre,reconnaissait,psychiatrie,parent,pauvre,parent,appauvri,dernières,décennies,budget,hôpital,général,augmentait,moyenne,an,crédits,alloués,psychiatrie,gelés,voire,appauvrissement,ombre,an,cherché,obtenir,panorama,financement,psychiatrie,france,vue,ensemble,dotations,évolué,perdu,grignoté,cours,dernières,décennies,obtenu,dossier,collecte,données,parcellaires,avère,infinie,opacité,financés,hôpitaux,psychiatriques,public,soignants,corps,médical,patients,familles,associations,lieu,parlementaires,disposent,moindre,document,allouées,psychiatrie,priorités,demeure,opaque,obscur,députés,votent,pourtant,budget,sécurité,demandons,évolution,budget,psychiatrie,rapports,dépenses,santé,général,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,supprimer,alinéas,groupe,républicains,vise,supprimer,pertes,recettes,budget,sécurité,sociale,induites,mesures,urgences,économiques,sociales,décidées,gouvernement,fin,année,dites,mesures,gilets,jaunes,revenir,nature,mesures,prises,groupe,lr,soutenu,conséquences,budgétaires,décidant,déroger,veil,compenser,gouvernement,creuse,déficit,sécurité,sociale,milliards,euros,années,ensemble,acteurs,protection,sociale,familles,lourds,efforts,permettre,ramener,comptes,sécurité,sociale,équilibre,regarder,état,hôpitaux,ehpad,politique,familiale,acteurs,joué,jeu,participé,effort,nation,réduire,dette,sérieux,dû,récompensé,déjà,année,dernière,nombre,transferts,votés,majorité,champ,social,champ,état,privant,sécurité,sociale,recettes,agissait,ailleurs,rupture,précédente,veil,effectivement,nombre,adoptées,compensées,milliards,euros,compensation,titre,année,ajoutent,année,décisions,dites,mesures,urgence,aperçoit,déficit,sécurité,sociale,lié,échec,organisation,partenaires,sociaux,branches,décisions,externes,venues,interférer,principe,responsabilisation,prévaut,branches,permis,obtenir,équilibre,quasiment,branches,ondam,exemple,respecté,groupe,républicains,considère,gouvernement,ferait,bien,inspirer,principe,responsabilisation,mettant,ordre,budget,état,compenser,budget,sécurité,sociale,déprécier,efforts,faits,années,raison,demande,suppression,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,article,code,sécurité,sociale,rédigé,art,heure,supplémentaire,effectuée,salariés,mentionnés,ii,article,lorsqu,champ,application,article,ouvre,droit,déduction,forfaitaire,cotisations,patronales,hauteur,montant,fixé,décret,montant,majoré,entreprises,employant,ii,déduction,forfaitaire,égale,fois,montant,défini,applicable,cadre,conventions,forfait,annuel,jours,contrepartie,renonciation,salariés,plafond,jours,mentionné,article,code,travail,jours,repos,conditions,prévues,article,iii,déductions,mentionnées,ii,imputées,dues,employeurs,recouvrement,mentionnés,articles,code,code,rural,pêche,maritime,salarié,concerné,titre,ensemble,rémunération,versée,moment,paiement,durée,travail,supplémentaire,dépasser,iv,déductions,mentionnées,ii,cumulables,exonérations,cotisations,patronales,sécurité,sociale,limite,cotisations,patronales,sécurité,sociale,contributions,patronales,recouvrées,règles,dues,employeur,titre,ensemble,rémunération,salarié,ii,applicables,réserve,respect,employeur,dispositions,légales,conventionnelles,relatives,durée,ii,applicables,salaires,éléments,rémunération,mentionnés,substituent,éléments,rémunération,sens,article,délai,mois,écoulé,dernier,versement,élément,rémunération,partie,supprimé,versement,salaires,éléments,rémunération,applicables,rémunération,heures,complémentaires,heures,accomplies,manière,régulière,sens,article,code,travail,intégrées,horaire,contractuel,travail,durée,minimale,fixée,décret,rémunération,heures,heures,supplémentaires,abaissement,octobre,limite,haute,hebdomadaire,mentionnée,article,code,bénéfice,déductions,mentionnées,ii,article,subordonné,respect,règlement,ue,commission,décembre,relatif,application,articles,traité,fonctionnement,union,européenne,aides,bénéfice,déductions,mentionnées,ii,subordonné,employeur,mise,disposition,agents,chargés,contrôle,mentionnés,article,code,article,code,rural,pêche,maritime,document,vue,contrôle,application,article,ii,dispositions,article,applicables,limite,contingent,annuel,heures,supplémentaires,défini,article,code,travail,prévu,convention,accord,collectif,entreprise,établissement,défaut,convention,accord,branche,b,limite,durée,maximale,heures,complémentaires,pouvant,accomplies,mentionnée,article,défaut,accord,salariés,concernés,dispositions,conventionnelles,limite,annuelle,fixée,dispositions,article,applicables,rémunérations,perçues,raison,heures,travail,accomplies,compter,janvier,perte,recettes,sécurité,sociale,compensée,due,concurrence,création,taxe,additionnelle,droits,visés,articles,code,général,groupe,républicains,soumettre,cotisations,patronales,salaires,versés,titre,heures,supplémentaires,janvier,vote,texte,portant,mesures,urgence,économiques,sociales,gouvernement,erreur,majeure,choisissant,toucher,cotisations,sociales,patronales,employeurs,décident,faire,faire,heures,supplémentaires,permettent,succès,dispositif,or,employeurs,actuellement,incitation,proposer,heures,inscrit,volonté,députés,lr,défiscaliser,totalement,heures,défiscalisation,heures,supplémentaires,mise,place,président,sarkozy,supprimée,françois,hollande,permis,gain,annuel,moyen,pouvoir,achat,salarié,privé,profité,millions,salariés,ouvriers,employés,fonctionnaires,coût,milliards,pouvoir,achat,baissé,milliards,insee,défiscalisation,totale,heures,supplémentaires,justice,redonnerait,pouvoir,achat,actifs,français,récompensant,travail,mérite,profiterait,particulièrement,classes,moyennes,populaires,fortement,impactées,hausse,prélèvements,obligatoires,année,générerait,gain,moyen,pouvoir,achat,an,contre,désocialisation,proposée,permettrait,renforcer,compétitivité,entreprises,françaises,pme,réduisant,coût,revenir,véritablement,défiscalisation,heures,supplémentaires,nicolas,sarkozy,nécessaire,supprimer,charges,patronales,dernières
