,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2404,"('répartition', 7)","('million', 6)","('a', 5)","('taux', 5)","('crise', 5)","('contribution', 5)","('cette', 5)","('entreprises', 4)","('ensemble', 4)","('plus', 4)","('euro', 4)","('sécurité', 3)","('sanitaire', 3)","('chaîne', 3)","('médicaments', 3)","('pharmaceutique', 3)","('public', 3)","('mission', 3)","('médicament', 3)","('rémunération', 3)","('chiffre', 3)","('affaire', 3)","('plusieurs', 3)","('elles', 3)","('article', 2)","('code', 2)","('sociale', 2)","('recettes', 2)","('venue', 2)","('système', 2)"
2405,"('politique', 5)","('production', 5)","('médicaments', 5)","('france', 5)","('prix', 3)","('considérations', 3)","('sanitaire', 3)","('sécurité', 2)","('fixation', 2)","('tient', 2)","('industrielle', 2)","('union', 2)","('européenne', 2)","('site', 2)","('exportation', 2)","('europe', 2)","('indépendance', 2)","('rang', 2)","('produits', 2)","('territoire', 2)","('souveraineté', 2)","('dont', 2)","('usines', 2)","('raison', 2)","('régulation', 2)","('hui', 2)","('prise', 2)","('encore', 2)","('ceps', 2)","('dépenses', 2)"
2406,"('article', 5)","('développement', 4)","('parcours', 4)","('soins', 4)","('téléconsultation', 3)","('santé', 3)","('assurance', 3)","('maladie', 3)","('téléconsultations', 3)","('hors', 3)","('consultation', 3)","('physique', 3)","('conformément', 2)","('plus', 2)","('comme', 2)","('nécessaire', 2)","('solidaire', 2)","('charge', 2)","('risque', 2)","('part', 2)","('remboursement', 2)","('compléter', 1)","('mot', 1)","('cinquième', 1)","('code', 1)","('sécurité', 1)","('sociale', 1)","('ceux', 1)","('liés', 1)","('épidémie', 1)"
2407,"('article', 3)","('compléter', 1)","('suivant', 1)","('plus', 1)","('tard', 1)","('douze', 1)","('mois', 1)","('après', 1)","('promulgation', 1)","('présente', 1)","('gouvernement', 1)","('remet', 1)","('parlement', 1)","('conséquences', 1)","('comptes', 1)","('sociaux', 1)","('permettant', 1)","('prise', 1)","('charge', 1)","('assurance', 1)","('maladie', 1)","('ensemble', 1)","('téléconsultations', 1)","('jusqu', 1)","('décembre', 1)","('comporte', 1)","('implication', 1)","('budgétaires', 1)","('nécessitent', 1)","('être', 1)"
2408,"('article', 4)","('sécurité', 3)","('sociale', 3)","('a', 3)","('financement', 2)","('dispositif', 2)","('exonération', 2)","('emploi', 2)","('crise', 2)","('activité', 2)","('rédiger', 1)","('i', 1)","('iii', 1)","('décembre', 1)","('ii', 1)","('perte', 1)","('recettes', 1)","('compensée', 1)","('due', 1)","('concurrence', 1)","('majoration', 1)","('droits', 1)","('mentionnés', 1)","('code', 1)","('général', 1)","('impôts', 1)","('prévoit', 1)","('suppression', 1)","('lié', 1)","('travailleurs', 1)"
2409,"('a', 4)","('sécurité', 3)","('sociale', 3)","('production', 3)","('audiovisuelle', 3)","('patronales', 3)","('télévision', 3)","('médias', 3)","('article', 2)","('code', 2)","('recettes', 2)","('général', 2)","('régime', 2)","('france', 2)","('leurs', 2)","('exonérations', 2)","('cotisations', 2)","('radio', 2)","('i', 1)","('fin', 1)","('b', 1)","('iii', 1)","('mot', 1)","('perte', 1)","('compensée', 1)","('due', 1)","('concurrence', 1)","('majoration', 1)","('droits', 1)","('mentionnés', 1)"
2410,"('santé', 5)","('agences', 3)","('régionales', 3)","('article', 2)","('bilan', 2)","('ministère', 2)","('devant', 2)","('utilisation', 2)","('public', 2)","('représentation', 2)","('après', 1)","('code', 1)","('sécurité', 1)","('sociale', 1)","('inséré', 1)","('rédigé', 1)","('art', 1)","('chaque', 1)","('année', 1)","('présentent', 1)","('répartition', 1)","('financière', 1)","('mission', 1)","('intérêt', 1)","('général', 1)","('aide', 1)","('contractualisation', 1)","('fonds', 1)","('intervention', 1)","('régionaux', 1)"
2411,"('naissance', 10)","('maisons', 7)","('femmes', 5)","('plus', 4)","('expérimentation', 3)","('décembre', 3)","('structure', 3)","('femme', 3)","('a', 3)","('demandes', 3)","('elles', 3)","('maison', 3)","('deux', 2)","('possibilité', 2)","('toutes', 2)","('diversification', 2)","('offre', 2)","('font', 2)","('parent', 2)","('moins', 2)","('accoucher', 2)","('exercice', 2)","('compléter', 1)","('article', 1)","('alinéas', 1)","('suivants', 1)","('prévue', 1)","('autorisant', 1)","('prorogée', 1)","('jusqu', 1)"
2412,"('garanties', 5)","('article', 4)","('santé', 3)","('contrats', 3)","('titre', 3)","('lien', 2)","('assurance', 2)","('objectif', 2)","('complémentaire', 2)","('coûts', 2)","('contribution', 2)","('moindres', 2)","('dépenses', 2)","('constatées', 2)","('durant', 2)","('crise', 2)","('versées', 2)","('indemnités', 2)","('compléter', 1)","('mot', 1)","('prévues', 1)","('nature', 1)","('différente', 1)","('venant', 1)","('complément', 1)","('prise', 1)","('charge', 1)","('maladie', 1)","('obligatoire', 1)","('a', 1)"
2413,"('i', 2)","('supprimer', 2)","('contribution', 2)","('santé', 2)","('professionnels', 2)","('doit', 2)","('être', 2)","('conséquence', 1)","('alinéas', 1)","('prévue', 1)","('article', 1)","('code', 1)","('publique', 1)","('finance', 1)","('aujourd', 1)","('hui', 1)","('action', 1)","('menées', 1)","('union', 1)","('régionales', 1)","('cette', 1)","('conservée', 1)","('urps', 1)","('dont', 1)","('mission', 1)","('essentielles', 1)","('territoires', 1)","('budget', 1)","('amputé', 1)","('profit', 1)"
2414,"('garanties', 5)","('article', 4)","('santé', 3)","('contrats', 3)","('titre', 3)","('lien', 2)","('assurance', 2)","('objectif', 2)","('complémentaire', 2)","('coûts', 2)","('contribution', 2)","('moindres', 2)","('dépenses', 2)","('constatées', 2)","('durant', 2)","('crise', 2)","('versées', 2)","('indemnités', 2)","('compléter', 1)","('mot', 1)","('prévues', 1)","('nature', 1)","('différente', 1)","('venant', 1)","('complément', 1)","('prise', 1)","('charge', 1)","('maladie', 1)","('obligatoire', 1)","('a', 1)"
2415,"('autonomie', 4)","('rôle', 3)","('accompagnement', 2)","('appui', 2)","('maisons', 2)","('départementales', 2)","('article', 2)","('évaluation', 2)","('personnes', 2)","('mission', 2)","('cnsa', 2)","('compléter', 1)","('suivante', 1)","('assure', 1)","('mentionnées', 1)","('contribution', 1)","('politique', 1)","('handicapées', 1)","('âgées', 1)","('spécifie', 1)","('cadre', 1)","('nouvelle', 1)","('branche', 1)","('si', 1)","('initiales', 1)","('accordées', 1)","('cette', 1)","('caisse', 1)","('semblent', 1)","('toutes', 1)"
2416,"('recherche', 7)","('prix', 7)","('santé', 5)","('public', 5)","('développement', 5)","('i', 4)","('état', 4)","('entreprises', 3)","('produits', 3)","('médicaments', 3)","('investissements', 3)","('r', 3)","('amp', 3)","('définition', 3)","('financement', 3)","('article', 2)","('sécurité', 2)","('sociale', 2)","('bi', 2)","('comité', 2)","('première', 2)","('montant', 2)","('dont', 2)","('pris', 2)","('réalisés', 2)","('prendre', 2)","('contre', 2)","('publique', 2)","('scientifiques', 2)","('publiques', 2)"
2417,"('chiffre', 2)","('limiter', 2)","('allègement', 2)","('fois', 2)","('perte', 2)","('milliard', 2)","('euro', 2)","('branche', 2)","('cette', 2)","('exonération', 2)","('autonomie', 2)","('permettrait', 2)","('affecter', 2)","('premier', 1)","('article', 1)","('code', 1)","('sécurité', 1)","('sociale', 1)","('remplacé', 1)","('repli', 1)","('prévoit', 1)","('champ', 1)","('application', 1)","('cotisations', 1)","('patronales', 1)","('familiales', 1)","('issu', 1)","('pacte', 1)","('responsabilité', 1)","('salaires', 1)"
2418,"('maladie', 4)","('dépenses', 4)","('comptes', 3)","('sociale', 3)","('branche', 3)","('santé', 3)","('md', 3)","('article', 2)","('sécurité', 2)","('notamment', 2)","('recettes', 2)","('compressées', 2)","('covid', 2)","('cotisations', 2)","('sociales', 2)","('retour', 2)","('mesures', 2)","('prestations', 2)","('dette', 2)","('a', 2)","('supprimer', 1)","('présente', 1)","('trajectoire', 1)","('pluriannuelle', 1)","('entre', 1)","('resterait', 1)","('fortement', 1)","('déficitaire', 1)","('raison', 1)","('insuffisance', 1)"
2419,"('soins', 4)","('domicile', 4)","('prévention', 3)","('perte', 3)","('autonomie', 3)","('cohérence', 2)","('priorités', 2)","('réduction', 2)","('accès', 2)","('accrue', 2)","('prise', 2)","('charge', 2)","('politiques', 2)","('santé', 2)","('après', 1)","('insérer', 1)","('suivant', 1)","('mener', 1)","('action', 1)","('termes', 1)","('inégalités', 1)","('notamment', 1)","('mise', 1)","('place', 1)","('modalités', 1)","('vise', 1)","('travers', 1)","('élargissement', 1)","('mission', 1)","('cnsa', 1)"
2420,"('dispositifs', 9)","('médicaux', 7)","('dépenses', 6)","('plus', 4)","('prescription', 3)","('notamment', 3)","('cour', 3)","('comptes', 3)","('régulation', 2)","('trajectoire', 2)","('pluriannuelle', 2)","('évolution', 2)","('malady', 2)","('raison', 2)","('financés', 2)","('tarifs', 2)","('hospitalisation', 2)","('délai', 1)","('six', 1)","('mois', 1)","('compter', 1)","('promulgation', 1)","('présente', 1)","('gouvernement', 1)","('remet', 1)","('parlement', 1)","('évalue', 1)","('possibilité', 1)","('établir', 1)","('annuel', 1)"
2421,"('santé', 3)","('inégalités', 3)","('selon', 2)","('indice', 2)","('territoires', 2)","('matière', 2)","('état', 2)","('répartition', 2)","('fir', 2)","('réduction', 2)","('accès', 2)","('deuxième', 1)","('article', 1)","('code', 1)","('publique', 1)","('après', 1)","('année', 1)","('insérés', 1)","('mot', 1)","('fixé', 1)","('décret', 1)","('tenant', 1)","('sanitaire', 1)","('régionale', 1)","('créer', 1)","('prenant', 1)","('spécificités', 1)","('population', 1)","('vivent', 1)","('sein', 1)"
2422,"('substituer', 1)","('tient', 1)","('tiennent', 1)","('rédactionnel', 1)",,,,,,,,,,,,,,,,,,,,,,,,,,
2423,"('financement', 4)","('activités', 4)","('article', 4)","('code', 3)","('sécurité', 3)","('sociale', 3)","('application', 2)","('a', 2)","('soins', 2)","('décret', 2)","('médecine', 2)","('cette', 2)","('exclusion', 2)","('délai', 1)","('six', 1)","('mois', 1)","('compter', 1)","('promulgation', 1)","('présente', 1)","('gouvernement', 1)","('remet', 1)","('parlement', 1)","('champ', 1)","('isolées', 1)","('agit', 1)","('décembre', 1)","('lf', 1)","('créé', 1)","('permettant', 1)","('ad', 1)"
2424,"('paternité', 5)","('mot', 4)","('parentalité', 4)","('enfant', 4)","('accueil', 3)","('toutes', 2)","('remplacés', 2)","('congés', 2)","('mère', 2)","('peut', 2)","('avant', 1)","('insérer', 1)","('suivant', 1)","('i', 1)","('a', 1)","('disposition', 1)","('nature', 1)","('législative', 1)","('alors', 1)","('article', 1)","('prévoit', 1)","('réformer', 1)","('ouvert', 1)","('conjoint', 1)","('modifier', 1)","('nom', 1)","('agirait', 1)","('transformer', 1)","('modification', 1)","('paraître', 1)"
2425,"('dépenses', 9)","('soins', 7)","('ville', 7)","('mécanisme', 3)","('régulation', 3)","('article', 2)","('sécurité', 2)","('sociale', 2)","('objectif', 2)","('dès', 2)","('lors', 2)","('celui', 2)","('maîtrise', 2)","('établissements', 2)","('santé', 2)","('donc', 2)","('première', 1)","('ii', 1)","('code', 1)","('mot', 1)","('national', 1)","('assurance', 1)","('maladie', 1)","('sen', 1)","('dernier', 1)","('apparaît', 1)","('risque', 1)","('dépassement', 1)","('tout', 1)","('partie', 1)"
2426,"('accouchement', 4)","('entretien', 3)","('après', 3)","('santé', 2)","('postnatal', 2)","('précoce', 2)","('deux', 2)","('mois', 2)","('dépression', 2)","('accompagner', 2)","('parent', 2)","('femmes', 2)","('ha', 2)","('important', 2)","('prise', 2)","('charge', 2)","('retour', 2)","('article', 1)","('code', 1)","('publique', 1)","('complété', 1)","('rédigé', 1)","('systématiquement', 1)","('proposé', 1)","('réalisé', 1)","('médecin', 1)","('suivent', 1)","('prévenir', 1)","('postpartum', 1)","('aujourd', 1)"
2427,"('coordination', 4)","('territoriales', 4)","('santé', 4)","('modalités', 3)","('mot', 2)","('évaluation', 2)","('expérimentation', 2)","('organisation', 2)","('ambulatoires', 2)","('charge', 2)","('être', 2)","('substituer', 1)","('volonté', 1)","('développer', 1)","('prises', 1)","('ambulatoire', 1)","('a', 1)","('cessé', 1)","('annoncée', 1)","('dernières', 1)","('réformes', 1)","('système', 1)","('hôpital', 1)","('essentielle', 1)","('assurer', 1)","('bonne', 1)","('prise', 1)","('patient', 1)","('chroniques', 1)","('telle', 1)"
2428,"('transport', 7)","('guadeloupe', 6)","('convention', 5)","('système', 5)","('remboursement', 4)","('tpmr', 4)","('frais', 3)","('personnes', 3)","('cette', 3)","('juridique', 3)","('sociétés', 3)","('usagers', 3)","('sécurité', 2)","('sociale', 2)","('entreprise', 2)","('mobilité', 2)","('réduite', 2)","('si', 2)","('a', 2)","('assurance', 2)","('maladie', 2)","('plus', 2)","('elles', 2)","('manière', 2)","('sécurisée', 2)","('besoins', 2)","('ambulance', 2)","('taxi', 2)","('santé', 2)","('guadeloupéen', 2)"
2429,"('contention', 3)","('mécanique', 2)","('i', 1)","('après', 1)","('insérer', 1)","('conséquence', 1)","('procéder', 1)","('insertion', 1)","('alinéas', 1)","('précision', 1)","('agit', 1)","('préciser', 1)","('quelle', 1)","('définie', 1)","('utilisation', 1)","('tous', 1)","('moyens', 1)","('méthodes', 1)","('matériels', 1)","('vêtements', 1)","('empêchant', 1)","('restreignant', 1)","('capacités', 1)","('mouvements', 1)","('volontaires', 1)","('tout', 1)","('partie', 1)","('corp', 1)","('patient', 1)",
2430,"('substituer', 3)","('six', 3)","('mot', 2)","('deux', 2)","('conséquence', 2)","('seconde', 2)","('durée', 2)","('heures', 2)","('plus', 2)","('i', 1)","('première', 1)","('initiale', 1)","('maximale', 1)","('douze', 1)","('prévue', 1)","('article', 1)","('paraît', 1)","('trop', 1)","('importante', 1)","('vu', 1)","('réalité', 1)","('prescription', 1)","('contention', 1)","('totalement', 1)","('démesurée', 1)","('quelques', 1)","('suffisent', 1)","('souvent', 1)","('patient', 1)","('retrouve', 1)"
2431,"('biologique', 11)","('médicament', 11)","('traitement', 10)","('article', 9)","('médicaments', 9)","('similaire', 8)","('substitution', 6)","('santé', 5)","('biologiques', 5)","('groupe', 4)","('initiation', 4)","('cette', 4)","('prescrit', 4)","('a', 4)","('code', 3)","('prescripteur', 3)","('cycle', 3)","('patient', 3)","('condition', 3)","('référence', 3)","('permettre', 3)","('sécurité', 3)","('biosimilaires', 3)","('plus', 3)","('publique', 2)","('première', 2)","('ii', 2)","('après', 2)","('mot', 2)","('insérés', 2)"
2432,"('douze', 3)","('substituer', 2)","('six', 2)","('durée', 2)","('heures', 2)","('plus', 2)","('i', 1)","('première', 1)","('mot', 1)","('initiale', 1)","('maximale', 1)","('conséquence', 1)","('seconde', 1)","('prévue', 1)","('article', 1)","('paraît', 1)","('trop', 1)","('importante', 1)","('vu', 1)","('réalité', 1)","('prescription', 1)","('isolement', 1)","('totalement', 1)","('démesuré', 1)","('quelques', 1)","('suffisent', 1)","('souvent', 1)","('patient', 1)","('retrouve', 1)","('état', 1)"
2433,"('juge', 7)","('libertés', 6)","('détention', 6)","('saisine', 5)","('saisir', 4)","('fin', 4)","('isolement', 3)","('contention', 3)","('doit', 3)","('peut', 3)","('article', 3)","('délai', 3)","('lors', 2)","('hospitalisation', 2)","('renouvellement', 2)","('mécanique', 2)","('après', 2)","('durée', 2)","('limite', 2)","('totale', 2)","('définie', 2)","('faire', 2)","('information', 2)","('office', 2)","('mettre', 2)","('droit', 2)","('mainlevée', 2)","('modalités', 2)","('formulation', 2)","('heures', 2)"
2434,"('mesures', 3)","('isolement', 2)","('contention', 2)","('après', 1)","('insérer', 1)","('suivant', 1)","('mécanique', 1)","('font', 1)","('notification', 1)","('auprès', 1)","('personnes', 1)","('mentionnées', 1)","('article', 1)","('code', 1)","('santé', 1)","('publique', 1)","('utilisation', 1)","('telles', 1)","('constitue', 1)","('restriction', 1)","('majeure', 1)","('liberté', 1)","('préserver', 1)","('droits', 1)","('fondamentaux', 1)","('patient', 1)","('prévoit', 1)","('personne', 1)","('proche', 1)","('confiance', 1)"
2435,"('santé', 8)","('charge', 5)","('pratique', 5)","('cette', 5)","('soins', 5)","('contrat', 4)","('prise', 4)","('complémentaires', 4)","('assurés', 4)","('réseau', 4)","('troisième', 3)","('niveau', 3)","('professionnel', 3)","('remboursement', 3)","('responsable', 3)","('article', 2)","('contrats', 2)","('assurance', 2)","('complémentaire', 2)","('fixé', 2)","('tout', 2)","('mot', 2)","('deuxième', 2)","('différencié', 2)","('solidaire', 2)","('chez', 2)","('peut', 2)","('donc', 2)","('ailleurs', 2)","('garanties', 2)"
2436,"('substituer', 1)","('peuvent', 1)","('doivent', 1)","('vise', 1)","('préciser', 1)","('caractère', 1)","('obligatoire', 1)","('dispositif', 1)","('prévoit', 1)","('contrôle', 1)","('juge', 1)","('libertés', 1)","('détention', 1)",,,,,,,,,,,,,,,,,
2437,"('tier', 7)","('payant', 7)","('intégral', 5)","('article', 4)","('mot', 4)","('santé', 4)","('complémentaires', 4)","('deuxième', 3)","('contrat', 3)","('accès', 3)","('code', 2)","('sociale', 2)","('modifié', 2)","('complémentaire', 2)","('ticket', 2)","('modérateur', 2)","('bénéficiaires', 2)","('produits', 2)","('prestations', 2)","('inscrits', 2)","('liste', 2)","('mentionnée', 2)","('quatrième', 2)","('troisième', 2)","('remplacés', 2)","('moins', 2)","('cadre', 2)","('effet', 2)","('frais', 2)","('optique', 2)"
2438,"('article', 20)","('ii', 11)","('a', 8)","('référence', 6)","('soins', 6)","('deuxième', 5)","('mot', 4)","('péril', 4)","('imminent', 4)","('rédigé', 4)","('supprimée', 4)","('psychiatriques', 4)","('condition', 4)","('alinéas', 3)","('supprimés', 3)","('premier', 3)","('b', 3)","('établissement', 3)","('personnes', 3)","('application', 3)","('procédure', 3)","('prévues', 3)","('titre', 2)","('ier', 2)","('livre', 2)","('troisième', 2)","('partie', 2)","('modifié', 2)","('supprimé', 2)","('directeur', 2)"
2439,"('tier', 9)","('santé', 7)","('payant', 7)","('accès', 4)","('article', 3)","('code', 3)","('professionnel', 3)","('soins', 3)","('prix', 3)","('professionnels', 3)","('transparence', 3)","('plateformes', 3)","('troisième', 2)","('organisme', 2)","('convention', 2)","('conclues', 2)","('titre', 2)","('aucune', 2)","('service', 2)","('assurés', 2)","('respect', 2)","('niveaux', 2)","('référentiels', 2)","('mot', 2)","('deuxième', 2)","('peuvent', 2)","('tarifaires', 2)","('modération', 2)","('tarifaire', 2)","('réseaux', 2)"
2440,"('participant', 4)","('prise', 4)","('charge', 4)","('représentant', 4)","('article', 3)","('deux', 3)","('équipe', 3)","('pluridisciplinaire', 3)","('collège', 3)","('alinéas', 2)","('trois', 2)","('remplacé', 2)","('représentants', 2)","('association', 2)","('personnes', 2)","('familles', 2)","('vise', 2)","('santé', 2)","('soins', 2)","('personnel', 2)","('membres', 2)","('psychiatre', 2)","('patient', 2)","('compléter', 1)","('cinq', 1)","('suivants', 1)","('modifié', 1)","('a', 1)","('premier', 1)","('quatre', 1)"
2441,"('prestation', 7)","('après', 6)","('deuxième', 6)","('prise', 6)","('charge', 6)","('cette', 5)","('article', 4)","('code', 3)","('a', 3)","('réalisation', 3)","('examen', 3)","('réfraction', 3)","('renouvellement', 3)","('ordonnance', 3)","('santé', 3)","('leurs', 3)","('modifié', 2)","('contrats', 2)","('assurance', 2)","('cadre', 2)","('intégrale', 2)","('adaptation', 2)","('prescription', 2)","('médicale', 2)","('verre', 2)","('correcteur', 2)","('ca', 2)","('verres', 2)","('appartenant', 2)","('classe', 2)"
2442,"('expérimentation', 4)","('ophtalmologistes', 4)","('télémédecine', 3)","('accès', 3)","('soins', 3)","('cette', 3)","('i', 2)","('état', 2)","('peut', 2)","('autoriser', 2)","('deux', 2)","('protocoles', 2)","('impliquant', 2)","('article', 2)","('santé', 2)","('effet', 2)","('matériels', 2)","('exploration', 2)","('invasifs', 2)","('autonomie', 2)","('sou', 2)","('contrôle', 2)","('plus', 2)","('liste', 2)","('territoires', 2)","('notamment', 2)","('difficultés', 2)","('matière', 2)","('million', 2)","('consultation', 2)"
2443,"('juge', 3)","('article', 3)","('premier', 2)","('i', 2)","('libertés', 2)","('détention', 2)","('délai', 2)","('ii', 2)","('décision', 2)","('rédiger', 1)","('alinéas', 1)","('a', 1)","('rédigé', 1)","('ressort', 1)","('duquel', 1)","('situe', 1)","('établissement', 1)","('accueil', 1)","('peut', 1)","('être', 1)","('saisi', 1)","('tout', 1)","('moment', 1)","('fin', 1)","('ordonner', 1)","('heures', 1)","('mainlevée', 1)","('immédiate', 1)","('soins', 1)","('psychiatriques', 1)"
2444,"('travaux', 4)","('liés', 3)","('fraudes', 3)","('nationaux', 2)","('différents', 2)","('régimes', 2)","('sécurité', 2)","('sociale', 2)","('évaluation', 2)","('indus', 2)","('erreurs', 2)","('public', 2)","('contre', 2)","('prestations', 2)","('sociales', 2)","('i', 1)","('réalisent', 1)","('compter', 1)","('renouvelée', 1)","('minimum', 1)","('tous', 1)","('trois', 1)","('font', 1)","('remis', 1)","('parlement', 1)","('avant', 1)","('juin', 1)","('présentant', 1)","('notamment', 1)","('méthodologie', 1)"
2445,"('sociale', 2)","('police', 2)","('judiciaire', 2)","('premier', 1)","('article', 1)","('code', 1)","('sécurité', 1)","('complété', 1)","('rédigée', 1)","('peuvent', 1)","('être', 1)","('investis', 1)","('pouvoirs', 1)","('condition', 1)","('définies', 1)","('décret', 1)","('inspire', 1)","('recommandation', 1)","('commission', 1)","('enquête', 1)","('lutte', 1)","('contre', 1)","('fraudes', 1)","('prestations', 1)","('sociales', 1)","('direction', 1)","('affaire', 1)","('criminelles', 1)","('grâces', 1)","('a', 1)"
2446,"('prestations', 4)","('sociale', 2)","('date', 2)","('mot', 2)","('cinq', 2)","('dernières', 2)","('années', 2)","('lutte', 2)","('contre', 2)","('sociales', 2)","('répertoire', 2)","('rncps', 2)","('retracer', 2)","('doit', 2)","('onzième', 1)","('article', 1)","('code', 1)","('sécurité', 1)","('modifié', 1)","('janvier', 1)","('remplacée', 1)","('juillet', 1)","('après', 1)","('montant', 1)","('espèces', 1)","('servies', 1)","('insérés', 1)","('cours', 1)","('issu', 1)","('recommandation', 1)"
2447,"('dématérialisation', 5)","('prescription', 2)","('relative', 2)","('soins', 2)","('prestations', 2)","('être', 2)","('plus', 2)","('lutte', 2)","('contre', 2)","('fraudes', 2)","('nombreux', 2)","('mécanismes', 2)","('fraude', 2)","('a', 2)","('cette', 2)","('dispensation', 1)","('produits', 1)","('vocation', 1)","('pris', 1)","('charge', 1)","('assurance', 1)","('maladie', 1)","('effective', 1)","('tard', 1)","('décembre', 1)","('inspire', 1)","('recommandation', 1)","('commission', 1)","('enquête', 1)","('sociales', 1)"
2448,"('ordre', 5)","('santé', 4)","('professionnels', 4)","('assurance', 4)","('maladie', 4)","('remboursement', 3)","('dont', 3)","('être', 2)","('inscrits', 2)","('dépendent', 2)","('inscription', 2)","('chaque', 2)","('après', 1)","('article', 1)","('code', 1)","('sécurité', 1)","('sociale', 1)","('inséré', 1)","('rédigé', 1)","('professionnel', 1)","('sollicitant', 1)","('inscrit', 1)","('tableau', 1)","('dépend', 1)","('inspire', 1)","('recommandation', 1)","('commission', 1)","('enquête', 1)","('lutte', 1)","('contre', 1)"
2449,"('étranger', 6)","('prestations', 3)","('sociales', 3)","('prestation', 3)","('comptes', 3)","('gouvernement', 2)","('plus', 2)","('quatre', 2)","('évaluant', 2)","('fraude', 2)","('versées', 2)","('personnes', 2)","('résidant', 2)","('étudiant', 2)","('mesures', 2)","('versement', 2)","('permet', 2)","('bancaires', 2)","('remet', 1)","('parlement', 1)","('tard', 1)","('mois', 1)","('après', 1)","('promulgation', 1)","('présente', 1)","('inspire', 1)","('recommandations', 1)","('commission', 1)","('enquête', 1)","('lutte', 1)"
2450,"('prestations', 5)","('comptes', 4)","('versement', 3)","('bancaires', 2)","('enquête', 2)","('sociales', 2)","('notamment', 2)","('tracfin', 2)","('étranger', 2)","('délivrées', 1)","('sécurité', 1)","('sociale', 1)","('versées', 1)","('domiciliés', 1)","('france', 1)","('défaut', 1)","('autre', 1)","('état', 1)","('membre', 1)","('union', 1)","('européenne', 1)","('condition', 1)","('fixées', 1)","('inspire', 1)","('recommandation', 1)","('commission', 1)","('lutte', 1)","('contre', 1)","('fraudes', 1)","('pension', 1)"
2451,"('six', 4)","('mois', 4)","('article', 3)","('mot', 3)","('évaluation', 3)","('an', 2)","('personne', 2)","('soins', 2)","('fait', 2)","('approfondie', 2)","('état', 2)","('mental', 2)","('compléter', 1)","('alinéas', 1)","('suivants', 1)","('troisième', 1)","('modifié', 1)","('a', 1)","('première', 1)","('remplacés', 1)","('b', 1)","('deuxième', 1)","('remplacé', 1)","('prévoit', 1)","('admise', 1)","('psychiatriques', 1)","('sans', 1)","('consentement', 1)","('dès', 1)","('lors', 1)"
2452,"('avant', 2)","('août', 2)","('opportunité', 2)","('prise', 2)","('charge', 2)","('assurance', 2)","('maladie', 2)","('téléconsultations', 2)","('aussi', 2)","('compléter', 1)","('article', 1)","('suivant', 1)","('gouvernement', 1)","('remet', 1)","('parlement', 1)","('concernant', 1)","('prolonger', 1)","('participation', 1)","('assuré', 1)","('telle', 1)","('définie', 1)","('premier', 1)","('décembre', 1)","('dispositif', 1)","('prolonge', 1)","('durant', 1)","('an', 1)","('ceci', 1)","('limiter', 1)","('contact', 1)"
2453,"('patient', 9)","('doivent', 5)","('accès', 3)","('internet', 3)","('leurs', 3)","('article', 2)","('lieux', 2)","('privation', 2)","('liberté', 2)","('permettre', 2)","('messagerie', 2)","('démarches', 2)","('terminaux', 2)","('personnel', 2)","('relever', 2)","('décision', 2)","('médicale', 2)","('choix', 2)","('concerné', 2)","('toutes', 2)","('chambres', 2)","('être', 2)","('compléter', 1)","('suivant', 1)","('douzième', 1)","('complété', 1)","('mot', 1)","('compris', 1)","('électroniques', 1)","('avis', 1)"
2454,"('article', 4)","('registre', 3)","('compléter', 1)","('suivant', 1)","('première', 1)","('après', 1)","('inséré', 1)","('numérique', 1)","('mentionné', 1)","('projet', 1)","('complété', 1)","('soins', 1)","('sans', 1)","('consentements', 1)","('prévu', 1)","('code', 1)","('santé', 1)","('dématérialisation', 1)","('permettrait', 1)","('meilleure', 1)","('exploitation', 1)","('données', 1)",,,,,,,,
2455,"('domicile', 3)","('patient', 2)","('dialysis', 2)","('i', 1)","('compter', 1)","('janvier', 1)","('durée', 1)","('cinq', 1)","('peut', 1)","('autoriser', 1)","('titre', 1)","('expérimental', 1)","('territoires', 1)","('volontaires', 1)","('médecin', 1)","('accord', 1)","('prévoit', 1)","('réalisation', 1)","('ii', 1)","('décret', 1)","('conseil', 1)","('précise', 1)","('champ', 1)","('modalités', 1)","('mise', 1)","('oeuvre', 1)","('prévu', 1)","('iii', 1)","('réalisé', 1)","('gouvernement', 1)"
2456,"('santé', 4)","('indice', 3)","('répartition', 2)","('territoires', 2)","('fir', 2)","('soins', 2)","('inégalités', 2)","('deuxième', 1)","('article', 1)","('code', 1)","('publique', 1)","('après', 1)","('année', 1)","('insérés', 1)","('mot', 1)","('selon', 1)","('fixé', 1)","('décret', 1)","('tenant', 1)","('sanitaire', 1)","('régionale', 1)","('agit', 1)","('inscrire', 1)","('critères', 1)","('fonds', 1)","('intervention', 1)","('régional', 1)","('prenant', 1)","('spécificités', 1)","('matière', 1)"
