texteLegislatifUid,uid,dispositif,exposeSommaire
PRJLANR5L15B3397,AMANR5L15PO717460B3397P0D1N001110,"I. – Après le 20° de l’article L. 162‑5 du code de la sécurité sociale, il est inséré un 20 bis ainsi rédigé :« 20° bis Les conditions à remplir pour être conventionné, notamment celles relatives aux zones d’exercice définies par l’agence régionale de santé en application de l’article L. 1434‑4 du code de la santé publique ; »II. – Si dans les douze mois suivant la promulgation de la présente loi, aucune mesure de limitation d’accès au conventionnement n’a été instituée dans les conditions prévues au 20° bis de l’article L. 162‑5 du code de la sécurité sociale, l’accès des médecins au conventionnement prévu par ledit article est régulé dans les conditions suivantes :1° Le directeur général de l’agence régionale de santé détermine par arrêté, après concertation avec les représentants des médecins, les zones dans lesquelles le niveau de l’offre de soins est particulièrement élevé ;2° Dans les zones mentionnées au 1° , un médecin ne peut accéder au conventionnement que concomitamment à la cessation d’activité d’un confrère exerçant dans la même zone. Est assimilé à une cessation d’activité le transfert de la résidence professionnelle du confrère vers une zone mentionnée au 1° de l’article L. 1434‑4 du code de la santé publique ;Les 1° et 2° cessent d’avoir effet à la date d’entrée en vigueur des mesures de limitation d’accès au conventionnement instituées dans les conditions prévues au 20° bis de l’article L. 162‑5 du code de la sécurité sociale.Les modalités d’application du présent II sont fixées par décret en Conseil d’État.","En 2020, six millions de Français vivent dans ce que l’on peut nommer sans exagération un « désert médical ». Ils doivent parcourir des distances inacceptables pour avoir accès à un médecin généraliste et patienter souvent des mois entiers pour consulter un spécialiste.Dans un contexte national de démographie médicale tendue, toutes les énergies doivent être mobilisées pour attirer de nouveaux médecins généralistes et spécialistes dans les territoires sous-dotés.Dans cette perspective, le recrutement de médecins spécialistes et généralistes, la participation de jeunes internes en médecine à l’offre de soins et le soutien aux territoires sous-dotés, sont des priorités.C’est pourquoi, cet amendement vise à limiter l’installation de nouveaux médecins en zone sur-dotées en territorialisant le conventionnement.Le présent amendement prévoit ainsi que dans des zones définies par les partenaires conventionnels (assurance maladie et professionnels concernés), ou à défaut par les ARS après concertation des syndicats médicaux, dans lesquelles existe une offre de soins à un niveau particulièrement élevé ou zones sur-dotées, un nouveau médecin libéral ne peut s’installer en étant conventionné à l’assurance maladie que lorsqu’un médecin libéral de la même zone cesse son activité.Le niveau d’offre de soins pourra s’apprécier en fonction d’une moyenne nationale permettant de considérer des territoires particulièrement bien dotés en médecins généralistes et spécialistes."
PRJLANR5L15B3397,AMANR5L15PO717460B3397P0D1N001115,"Après le I de l’article L. 162‑16‑4 du code de la sécurité sociale, il est inséré un I bis ainsi rédigé :« I bis. – Les entreprises mettent à la disposition du Comité économique des produits de santé, pour chacun des médicaments mentionnés à la première phrase du premier alinéa du I, le montant des investissements publics de recherche et développement dont elles ont bénéficié pour le développement desdits médicaments. Ce montant est rendu public. Il est pris en compte par le comité lors de la fixation du prix de vente mentionné au même alinéa. »","Cet amendement vise à rendre public les investissements en R&amp;D réalisés par l’État et à les prendre en compte dans la définition du prix des médicaments.La course aux vaccins contre la Covid-19 a révélé avec une ampleur sans précédent le rôle joué depuis toujours par la puissance publique dans le financement de la R&amp;D en santé. L’État contribue en effet, directement ou indirectement, très largement au développement des médicaments arrivant sur le marché : par le financement d’un système d’enseignement supérieur d’excellence formant les scientifiques et chercheurs d’une part, par l’octroi de subventions aux entreprises telles que le crédit d’impôt recherche (CIR) d’autre part, par l’investissement dans la recherche publique (le secteur public investissant surtout dans les aspects les plus risqués de la recherche, dont la recherche fondamentale appliquée dans sa phase initiale), par le partage des découvertes scientifiques, et enfin par le remboursement des produits de santé par la Sécurité sociale ou des pratiques de préachat (comme pour le future vaccin contre la Covid-19).Or, ces sommes considérables investies par l’État ne sont pas rendues publiques ni prises en compte dans la négociation sur le prix des produits de santé effectuées avec les entreprises pharmaceutiques, finalement payés au prix fort faute d’une négociation éclairée. Parallèlement, les investissements réalisés par les industries, notamment en recherche et développement (R&amp;D) et en production, peuvent, eux, être pris en compte dans la définition du prix selon l’article 18 de l’accord-cadre du 31/12/2015 entre le CEPS et le LEEM.Afin d’éviter que le contribuable ne « paye deux fois », une première à travers le financement public de la recherche et développement biomédicale et une deuxième dans un prix final élevé du médicament, remboursé par l’assurance maladie, il convient de dévoiler et de prendre en compte, dans la définition du prix, les financements de l’État qui ont contribué à mettre au point un médicament.Il s’agit d’assurer un contrôle démocratique de l’utilisation des impôts des citoyens et une bonne gestion des finances publiques. Cet amendement est soutenu par Médecins du monde, AIDES, Action Santé Mondiale, Médecins sans frontières, Universités Alliées pour les Médicaments Essentiels (UAEM), Oxfam France et l’Uniopss. Il avait été soutenu l’année dernière par Olivier Véran, alors rapporteur général et adopté sous une autre forme adaptée par le Gouvernement – mais censuré par le Conseil Constitutionnel pour une question purement formelle (parce qu’adopté en 2ème lecture du texte et non en première)."
PRJLANR5L15B3397,AMANR5L15PO717460B3397P0D1N001116,"I. – L’État peut autoriser, pour une durée de trois ans, dans quatre régions titre expérimental, le financement, par le Fonds d’intervention régional mentionné à l’article L. 1435‑8 du code de la santé publique, des frais occasionnés par l’amélioration des pratiques des professionnels et établissements de santé pour le développement de la vaccination contre la grippe.II. – Un décret en Conseil d’État précise les modalités de mise en œuvre de ces expérimentations, notamment les caractéristiques de l’appel à projet à présenter ainsi que les conditions d’évaluation de l’expérimentation. Le contenu de chaque projet d’expérimentation régional est défini par rapport à un cahier des charges arrêté par les ministres chargés de la santé et de la sécurité sociale. Les ministres chargés de la santé et de la sécurité sociale arrêtent la liste des territoires concernés au sein des agences régionales de santé retenues pour participer à l’expérimentation et après avis des agences régionales de santé concernées, en vue d’une éventuelle généralisation.III. – Un rapport d’évaluation est réalisé au terme de l’expérimentation et fait l’objet d’une transmission au Parlement par le Gouvernement. ","La grippe fait chaque année en France des morts et provoque de nombreux arrêts de travail. En termes de politique publique ces arrêts ont un cout non négligeable. Le virus de la grippe touche chaque année 2 à 8 millions de personnes en France. Les conséquences de cette infection peuvent être très graves en particulier chez les personnes de plus de 65 ans, les personnes atteintes de malades chroniques, immunodéprimées, ou obèses ainsi que les femmes enceintes ou nourrissons. Le meilleur moyen de se protéger de la grippe reste la vaccination. Il faut donc le favoriser. Une première étape a déjà été franchie puisqu’ en 2018-2019, la vaccination antigrippale en pharmacie d’officine était possible dans 4 régions et que depuis l’an dernier, tous les pharmaciens peuvent vacciner contre la grippe sur l’ensemble du territoire, à condition qu’il ait obtenu une autorisation de l’Agence régionale de santé (ARS).Si la vaccination ne permet pas toujours d’éviter la grippe, elle réduit le risque de complications graves ou de décès chez les personnes fragiles et en conséquence son coût pour la collectivité en termes d’arrêts de travail et de prise en charge des médicaments et consultations.On estime ce cout à 50 millions d'euros par million de cas de grippe. Il est financé par les charges sociales, par la cotisation à une mutuelle, par un paiement direct (achat de « médicaments non remboursés ») ou par l'impôt (CSG).Cela doit nous faire réfléchir à la généralisation de la vaccination à l’ensemble de la population, et donc à son remboursement. Afin d’en évaluer les risques, coûts et avantages, une étude d’impact pourrait être menée. Par ailleurs, afin d’en préciser les effets, l’expérimentation serait utile dans une ou plusieurs régions."
PRJLANR5L15B3397,AMANR5L15PO717460B3397P0D1N001118,"L’article L. 162‑16‑4 du code de la sécurité sociale est ainsi modifié :1° Après le II, il est inséré un II bis ainsi rédigé :« II bis. – Le prix de vente doit être révisé à un niveau inférieur ou baissé, par convention ou, à défaut, par décision du Comité économique des produits de santé :« 1° Au plus tard au bout de cinq ans pour les médicaments ayant demandé et obtenu une amélioration du service médical rendu de niveau I à III et recueilli un avis médico-économique de la Commission évaluation économique et de santé publique ; pour les médicaments auxquels a été reconnue une amélioration du service médical rendu de niveau IV par rapport à des médicaments ayant obtenu récemment une amélioration du service médical rendu de niveau I à III et pour lesquels un avis médico-économique de la Commission évaluation économique et de santé publique est disponible et s’il ressort de l’avis de la commission de la transparence que cette évaluation est plus favorable que celle qui leur aurait valu un partage d’amélioration du service médical rendu par rapport à ces comparateurs ; pour les médicaments antibiotiques à base d’une nouvelle substance active ayant obtenu une amélioration du service médical rendu IV ;« 2° Au plus tard au bout de trois ans pour les autres ;« 3° En cas d’extension d’indication thérapeutique ayant un effet sur le nombre de patients ou le volume des ventes. » ;2° Le III est complété par les mots : « et le nombre de patients ou volume des ventes donnant lieu à une révision de prix ».","En effet, si les critères de révision des prix des médicaments sont définis par la loi depuis la LFSS 2017, il n’existe pas d’obligation de révision des prix. La Cour des comptes recommande de les établir dans trois cas : à l’issue des cinq années de garantie de prix européen, qui interdit à l’État de fixer un prix inférieur au prix facial le plus bas pratiqué en Allemagne, Italie, Espagne et Royaume-Uni pour les médicaments les plus innovants, maintenant donc des prix élevés pendant la durée de la garantie ; au bout de trois ans pour les autres médicaments ; et en cas d’extension d’indications thérapeutiques, un médicament pouvant être vendu pour une indication visant une population limitée (permettant l’obtention d’un prix élevé), et obtenir par la suite des extensions d’indication à une population plus large sans que le prix change. Cet amendement vise donc à déterminer légalement les conditions du déclenchement de la révision des prix dans trois cas : au bout de cinq ans pour les médicaments les plus innovants soumis à la garantie de prix européen, au bout de trois ans pour les autres, et en cas d’extension d’indication thérapeutique."
PRJLANR5L15B3397,AMANR5L15PO717460B3397P0D1N001119,"I. – L’article L. 241‑2-1 du code de la sécurité sociale est complété par un alinéa ainsi rédigé :« Par dérogation, la réduction est applicable à l’ensemble des établissements et services mentionnés au 6° du I de l’article L. 312‑1 quel que soit leur statut. »II. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration des droits mentionnés aux articles 575 et 575 A du code général des impôts.","Il est proposé de compenser, pour les EHPAD et USLD du secteur public, la réduction pérenne de cotisations sociales dont bénéficient les seuls EHPAD des secteurs privés, lucratifs et non lucratifs.A la différence des ESMS associatifs et commerciaux, le secteur public ne bénéficie pas, à compter de 2019 de l’abattement de charge pérenne de 8 % de la masse salariale. Il s’agit d‘une surcharge d’environ 400 M€ par an pour le secteur public.Cette différence de traitement est inéquitable en particulier vis-à-vis d’établissement publics qui accueillent la grande majorité des résidents les plus modestes. Il est donc inéquitable de les surtaxer. Agréés intégralement à l’aide sociale, les EHPAD publics sont en première ligne pour assurer l’accessibilité aux EHPAD des personnes âgées à faibles ressources, car ils pratiquent des tarifs hébergement en moyenne 500 € / mois inférieurs à ceux du secteur commercial mais aussi associatif.Les tarifs hébergements n’ont pas suivi l’évolution des charges et ont été depuis bientôt 10 ans systématiquement inférieurs à l’inflation, ce qui a rendu impossible, pour beaucoup d’’EHPAD publics, le maintien d’une capacité d’autofinancement suffisante.Les abattements de cotisations sociales doivent s’appliquer au public, la situation actuelle octroie un avantage concurrentiel non justifié aux EHPAD du secteur privé."
PRJLANR5L15B3397,AMANR5L15PO717460B3397P0D1N001120,"I. – À la première phrase du quatrième alinéa du I de l’article L. 137‑13 du code de la sécurité sociale, les mots : « petites et moyennes entreprises donnée à l’annexe à la recommandation 2003/361/CE de la Commission, du 6 mai 2003, concernant la définition des micro, petites et moyennes entreprises » sont remplacés par les mots : « entreprises de taille intermédiaire au sens de l’article 51 de la loi n° 2008‑776 du 4 août 2008 de modernisation de l'économie ».II. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration des droits mentionnés aux articles 575 et 575 A du code général des impôts.","Aux termes de l’article L 137-13 du Code de la sécurité sociale, lorsqu’une PME attribue des actions gratuites, elle bénéficie d’une exonération de contribution patronale de 20% sur la valeur des actions attribuées au jour de l’attribution, à condition qu’au jour de la décision d’attribution, elle n’ait procédé à aucune distribution de dividendes depuis sa création. L’exonération de contribution patronale s’applique dans la limite, par salarié, du plafond mentionné à l'article L. 241-3 du Code de la sécurité sociale, en faisant masse des actions gratuites dont l'acquisition est intervenue pendant l'année en cours et les trois années précédentes. Le présent amendement vise à étendre l’exonération de cotisation patronale aux actions gratuites attribuées par des entreprises de taille intermédiaire au sens de l’article 51 de la Loi n°2008-776 du 4 août 2008."
PRJLANR5L15B3397,AMANR5L15PO717460B3397P0D1N001129,"L’article L. 162‑20‑1 du code de la sécurité sociale est complété par un alinéa ainsi rédigé :« Une tarification forfaitaire nationale des prestations, établie en fonction de catégories d’activité de soins et du niveau de charges des établissements et dont les modalités sont déterminées par voie réglementaire sert de base, à compter du 1er janvier 2022, au calcul de la participation à la charge des assurés mentionnée à l’article L. 160‑13. Cette participation forfaitaire des assurés est facturée à un guichet unique national assuré par l’assurance maladie obligatoire. »","Les règles de calcul du reste à charge du patient en matière de prestations d’hospitalisation sont aujourd'hui très complexes. Le reste à charge repose sur plusieurs modalités : tarifs journaliers de prestation, forfait journalier, participation forfaitaire avec des règles différentes en fonction de ces modalités. Si le reste à charge effectivement payé par le patient, après intervention des organismes complémentaires, est globalement faible à l’hôpital public (2% en moyenne), les montants sont très variables et peuvent être très élevés dans certaines situations, comme la crise sanitaire l’a mis en lumière, avec des hospitalisations de patients covid et ayant engendré des factures potentiellement élevées à la charge de patients.La répartition du reste à charge est en effet très inégale avec une forte concentration sur les activités de médecine (qui représentent 70% du ticket modérateur hospitalier), sur les hospitalisations longues et sur les âges extrêmes de la vie et particulièrement sur les patients âgés. Aussi, ces restes à charge vont être particulièrement difficiles à supporter pour les patients n’ayant pas de couverture complémentaires. Ce sont donc les patients les plus âgés, les plus malades et les plus démunis qui supportent actuellement les restes à charge les plus lourds, ce qui pose une question de justice sociale et de solidarité collective.Il est donc proposé, comme cela avait été étudié en 2019 par le Ministère de la Santé, en concertation avec les fédérations hospitalières, de forfaitiser cette participation afin de mieux répartir le reste à charge et simplifier les règles de facturation. Une première étape est déjà prévue dans le PLFSS 2021 pour les passages aux urgences sans hospitalisation. L’objectif est de poursuivre cette forfaitisation et de l’étendre aux prestations d’hospitalisation.De même, la facturation directe à l’assurance maladie des prestations de soins à hauteur de 100%, à charge pour elle de récupérer son dû auprès des organismes complémentaires, des patients ou de l’Etat comme c’est déjà le cas pour l’AME ou la CMUc, où l’AMO joue déjà un rôle de guichet unique. L’extension de ce guichet unique national permettrait d’alléger considérablement la charge de travail des hôpitaux publics et de redéployer les effectifs dédiés à ces tâches vers les soins."
PRJLANR5L15B3397,AMANR5L15PO717460B3397P0D1N001130,"À la première phrase du II de l’article L. 162‑14‑1‑1 du code de la sécurité sociale, les mots : « de l’objectif national des dépenses d’assurance maladie au sens du dernier alinéa de l’article L. 114‑4‑1, et dès lors qu’il apparaît que ce risque de dépassement est en tout ou partie imputable à l’évolution de celui » sont supprimés.","Depuis plusieurs années, la maitrise insuffisante des dépenses des soins de ville conduit à une mobilisation des mises en réserve des dépenses des établissements de santé. Les efforts d’efficience des établissements de santé sont ainsi absorbés par le dynamisme immodéré des dépenses de soins de ville. L’ONDAM exécuté s’avère ainsi éloigné de celui initialement soumis à l’approbation du Parlement.Comme l’a constaté la Cour des comptes dans son rapport d’octobre 2018 sur l'application des lois de financement de la sécurité sociale, la progression toujours vive des dépenses de soins de ville rend nécessaire l’adoption de mécanismes de régulation propres aux dépenses de ce sous-objectif, actuellement inexistants à l’exception des dépenses de médicaments.Les augmentations tarifaires en cours d’exercice pourraient donc être différées en cas de non-respect de l’objectif prévisionnel de dépenses des soins de ville. Ce mécanisme de gel permettrait de contenir l’accroissement des dépenses et ne pas propager la tension de la maitrise du sous objectif soins de ville, aux autres sous-objectifs."
PRJLANR5L15B3397,AMANR5L15PO717460B3397P0D1N001134,Les deux premières phrases du sixième alinéa de l’article L. 165-1-1-1 du code de la sécurité sociale sont supprimées.  ,"La LFSS 2020 a mis en place une mesure visant à identifier l'ensemble des dispositifs médicaux similaires, admis au remboursement, vendus par un même fabricant à plusieurs entreprises. Or, la mise en application du règlement européen 2017/745 relatifs aux dispositifs médicaux en mai 2021 permet d’atteindre cet objectif :·       Par la mise en place de l’identifiant unique (IUD) des dispositifs médicaux, qui permet d’identifier les produits identiques exploités par des opérateurs différents ;·       Par la mise à disposition de l’identité du « producteur » de produits similaires mais de noms de marque différents exploités par des opérateurs différents ;·       Par l’obligation portée aux exploitants en tant que distributeurs qu’ils soient détenteurs de ces informations en temps réel. Aussi les accords de distribution prévues à l’article L 165-1-1-1 ne sont pas nécessaires afin d’assurer cet objectif et représentent ainsi une surcharge technico-administrative spécifique à la France. Le présent amendement vise donc à supprimer cette spécificité française, qui fait doublon avec ce que la réglementation européenne prévoit."
PRJLANR5L15B3397,AMANR5L15PO717460B3397P0D1N001139,"I. – L’État peut autoriser, pour une durée de trois ans, dans trois régions, à titre expérimental, le financement, par le fonds d’intervention régional mentionné à l’article L. 1435‑8 du code de la santé publique, de l’extension aux mineurs âgés de quinze à dix-huit ans du dispositif, baptisé « consultation longue santé sexuelle », de la première consultation longue IST contraception.Un décret en Conseil d’État précise les modalités de mise en œuvre de cette expérimentation. Les ministres chargés de la santé et de la sécurité sociale arrêtent la liste des territoires concernés au sein des agences régionales de santé retenues pour participer à l’expérimentation, et après avis des agences régionales de santé concernées.II. – Dans un délai de six mois avant le terme de l’expérimentation, le Gouvernement adresse au Parlement un rapport d’évaluation médico-économique, sociale, qualitative et quantitative, en vue d’une généralisation ou d’une adaptation du dispositif.","Cet amendement propose de transformer, par une expérimentation délimitée à trois régions, l’actuelle consultation longue IST/contraception pour les jeunes filles entre 15 et 18 ans en une consultation longue « santé sexuelle » au bénéfice de tous les jeunes.Cette consultation permettrait de mieux protéger les femmes comme les hommes, car la charge de la contraception doit être partagée et la santé sexuelle doit être l’affaire de l’ensemble des adolescents.Cette consultation bénéficierait à l’ensemble des jeunes de 15 à 18 ans avec une approche globale de santé sexuelle et reproductive afin de prévenir les IST, d’informer sur les dépistages et de sensibiliser à tous les enjeux liés à la sexualité (discriminations lié à l’orientation sexuelle, violences sexuelles, risques liés à la consommation de substances psychoactives…)."
PRJLANR5L15B3397,AMANR5L15PO717460B3397P0D1N001141,"Il est institué au titre de l’année 2020 une contribution exceptionnelle à la prise en charge des dépenses liées à la gestion de l’épidémie de covid‑19. Son produit est affecté à la Caisse nationale de l’assurance maladie.Cette contribution est due par les entreprises mentionnées à l’article 242 bis du code général des impôts en activité au 31 décembre 2020.La contribution est assise sur l’ensemble des bénéfices réalisés dans les entreprises, mentionnées au même article, exploitées en France ainsi que sur ceux dont l’imposition est attribuée à la France par une convention internationale relative aux doubles impositions.Le taux de la contribution est fixé à 0,5 %.Cette contribution exceptionnelle est désignée sous le nom de contribution à la lutte contre la crise sanitaire de 2020.","Cet amendement vise à créer une contribution exceptionnelle sur les bénéfices effectués par les plateformes de streaming pendant le confinement.Le confinement a paralysé l'économie mondiale. Notre pays a vu la dette de la sécurité sociale atteindre un niveau historique depuis sa création au lendemain de la seconde guerre mondiale, soit près de 45 milliards d'euros en 2020.Aussi, pour venir en aide à la nation et contribuer à la lutte contre le crise sanitaire de la COVID-19, il est proposé de créer une contribution exceptionnelle sur les bénéfices des plateformes de streaming qui, elles, sont les grands vainqueurs du confinement. Notons que certaines de ces sociétés spécialisées dans le streaming ont doublé leurs bénéfices au premier semestre 2020. A ce titre, une telle contribution limitée à 0,5% des bénéfices serait indolore pour ces plateformes.Les circonstances exceptionnelles de cette crise sanitaire justifient des mesures exceptionnelles pour rétablir l'équilibre des comptes sociaux.Tel est l'objet du présent amendement. "
PRJLANR5L15B3397,AMANR5L15PO717460B3397P0D1N001143,L’article L. 241‑17 du code de la sécurité sociale est abrogé.,"Le groupe socialiste s’oppose à la désocialisation et la défiscalisation des heures supplémentaires pour plusieurs raisons.En 2020, la non compensation par l’État à la sécurité sociale des exonérations de cotisations sociales sur les heures supplémentaires nous paraît être un dévoiement du principe de séparation entre le budget de l’Etat et le budget de la sécurité sociale qui date de la loi Veil de 1994.Cette somme non versée en raison de la non compensation, revenant de plein droit aux organismes sociaux, creuse leur déficit et les pousse d’année en année à plus d’endettement. Avec ce type de mesures, la Sécurité sociale devient une variable d’ajustement du budget de l’État, ce qui est inacceptable. Cela compromet grandement l’un des principes fondateurs de la sécurité sociale à savoir son autonomie.En outre, cet amendement propose de supprimer la désocialisation et la défiscalisation des heures supplémentaire et complémentaire car c’est un non-sens économique : le pays connaît une crise sanitaire et économique sans précédent. Cette mesure dés-incite clairement les entreprises à l'embauche alors qu'il sera nécessaire d'embaucher pour rétablir l'équilibre des comptes sociaux. C'est une mesure de bon sens qui est proposée.Nous considérons qu'il convient de ne pas inciter aux heures supplémentaires mais plutôt d’encourager un meilleur partage du travail.Cela est d'autant plus vrai que pour 2020 le déficit de la sécurité sociale est de 46,1 milliards d'euros, le manque de recettes de la Sécurité sociale doit être sérieusement contré par une politique ambitieuse de création d'emplois.Tel est l'objet du présent amendement."
PRJLANR5L15B3397,AMANR5L15PO717460B3397P0D1N001144,"I. – Au a de l’article L. 138‑2 du code de la sécurité sociale, le taux : « 1,75 % » est remplacé par le taux : « 1,4 % ».II. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la création d’une taxe additionnelle aux droits visés aux articles 575 et 575 A du code général des impôts.","La crise sanitaire liée à la covid-19 est venue percuter l’organisation du système de soin français avec une intensité et une violence inédites. La chaîne d’approvisionnement des médicaments dont les entreprises de la répartition pharmaceutique sont la cheville ouvrière, a été en première ligne et mise à rude épreuve.Dans ce contexte exceptionnel, le secteur de la répartition a fait preuve d’une mobilisation sans précédent pour répondre à l’ensemble des demandes des pouvoirs publics dans la gestion de la crise sanitaire, en assurant notamment la distribution de plus de 600 millions de masques (chirurgicaux et FFP2).Outre ces missions supplémentaires assurées tout au long de la crise, les entreprises de la répartition pharmaceutique jouent au quotidien un rôle crucial dans la chaîne du médicament en assurant l’approvisionnement des 21.000 pharmacies françaises, sur l’ensemble du territoire. Leurs missions font l’objet d’obligations de service public encadrées par l’Agence Nationale de Sécurité du Médicament (ANSM) : disposer d’un stock de médicaments correspondant à au moins 15 jours de consommation habituelle, livrer l’ensemble des pharmacies d’officine dans un délai de 24h maximum après chaque commande et disposer d’au moins 9 médicaments sur 10 commercialisés en France.Dès lors que ces missions sont confiées par l’Etat à des acteurs privés, la rémunération de ces derniers est encadrée par un arrêté de marge. Par ailleurs, le chiffre d’affaires des répartiteurs est soumis à une contribution sur les ventes en gros (CVEG) destinée à alimenter les recettes de l’assurance maladie. Cette contribution est composée de trois parts dont la première correspond à un taux de 1,75% du chiffre d’affaires hors taxe, réalisé par l’entreprise au cours de l’année civile. Or, cette taxation spécifique pénalise fortement le secteur où les marges unitaires sont faibles. Elle ampute le capital et la croissance dans la mesure où elle s’applique au chiffre d’affaires. Cette contribution, dans sa structuration, comme dans son taux, est devenue totalement anti-économique et confiscatoire. Pour la profession, elle représente aujourd’hui un poids de 185 millions d’euros. A rapprocher du montant de ses pertes annuelles : 23 millions d’euros en 2017, 46 millions d’euros en 2018, plus de 65 millions en 2019 et celles de 2020 devant continuer à être significatives, alors que plusieurs entreprises ont déjà dû mettre en place des plans de sauvegarde de l’emploi.Depuis plusieurs années maintenant, les professionnels de la répartition alertent sur la situation économique de leur secteur qui s’aggrave chaque année et qui se retrouve aujourd’hui à un point critique. En effet, tous les acteurs de la répartition pharmaceutique accumulent les pertes depuis plusieurs années, en raison d’une rémunération réglementée qui ne correspond plus aux coûts que le secteur doit supporter – à quoi s’ajoute un modèle fiscal anti-économique et confiscatoire qui pénalise le secteur –, et désormais la crise sanitaire est venue aggraver cette situation.Si des discussions existent avec les pouvoirs publics depuis l’automne 2018 – elles ont notamment permis de définir de nouvelles règles de rémunération, mais elles ne corrigent que très partiellement ces déséquilibres et laissent le secteur dans une situation de précarité – les professionnels de la répartition ne cessent de proposer des pistes pour réformer le système en profondeur. Il est temps qu’elles aboutissent enfin.Une baisse de la contribution ne peut régler à elle seule la crise que connaît le secteur, pour autant elle représente un volet indispensable.C’est pourquoi cet amendement propose de réduire le taux de la contribution sur les ventes en gros à 1,4% afin de dégager 40 millions d’euros permettant aux entreprises de la répartition qui représentent 12.000 emplois en France de relever la tête et d’éviter que ne s’effondre ce secteur et l’ensemble de la chaîne du médicament avec lui, en attendant une refonte plus globale de la structure de cette taxe, nocive pour l’économie du secteur, pour laquelle il serait précieux que le gouvernement s’engage sur un calendrier et une méthode."
PRJLANR5L15B3397,AMANR5L15PO717460B3397P0D1N001145,"I. – Le III de l’article 136‑8 du code de la sécurité sociale est ainsi rédigé :« III. – Par dérogation au I et au II, sont assujettis à la contribution sociale au taux de 6,3 % les revenus mentionnés aux 1° et 2° du III de l’article L. 136‑2, perçus par les personnes dont les revenus de l’avant-dernière année, définis au IV de l’article 1417 du code général des impôts :« 1° D’une part, excèdent 14 375 € pour la première part de quotient familial, majorée de 3 838 € pour chaque demi-part supplémentaire. Pour la Martinique, la Guadeloupe et La Réunion, les montants des revenus sont fixés à 15 726 € pour la première part, majorés de 4 221 € pour la première demi-part et 3 838 € pour chaque demi-part supplémentaire à compter de la deuxième. Pour la Guyane et Mayotte, ces montants sont fixés, respectivement, à 16 474 €, 4 414 € et 3 838 € ;« 2° D’autre part sont inférieurs à 33 000 € pour la première part de quotient familial, majorée de 8 810 € pour chaque demi-part supplémentaire. Pour la Martinique, la Guadeloupe et La Réunion, les montants des revenus sont fixés à 36 101 € pour la première part, majorés de 9 6891 € pour la première demi-part et 8 810 € pour chaque demi-part supplémentaire à compter de la deuxième. Pour la Guyane et Mayotte, ces montants sont fixés, respectivement, à 37 819 €, 10 133 € et 8 810 € ;« 3° D’autre part sont inférieurs à 14 375 € pour la première part de quotient familial, majorée de 3 838 € pour chaque demi-part supplémentaire. Pour la Martinique, la Guadeloupe et La Réunion, les montants des revenus sont fixés à 15 726 € pour la première part, majorés de 4 221 € pour la première demi-part et 3 838 € pour chaque demi-part supplémentaire à compter de la deuxième. Pour la Guyane et Mayotte, ces montants sont fixés, respectivement, à 16 474 €, 4 414 € et 3 838 €. »II. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration des droits mentionnés aux articles 575 et 575 A du code général des impôts.","Cet article du groupe socialistes et apparentés propose de revenir sur la hausse injuste de CSG votée dans la LFSS 2018.En effet, le Gouvernement avait alors augmenté de 1,7 point la CSG provocant une perte de pouvoir d’achat importante chez les retraités et les fonctionnaires.Après la crise sociale de l’année 2019, le Gouvernement a fixé un seuil à 2000 euros mensuels en dessous duquel les retraités de sont pas assujettis au taux de CSG revalorisé (6,6 % au lieu de 8,3 %).Nous proposons de retenir un seuil de 3000 euros mensuels ce qui permettrait de redonner du pouvoir d’achat aux retraités.Le présent amendement est la traduction de cette proposition."
PRJLANR5L15B3397,AMANR5L15PO717460B3397P0D1N001147,"Au début du 2° du II de l’article L. 137‑13 du code de la sécurité sociale, le taux : « 20 % » est remplacé par le taux : « 30 % ».","Cet amendement du groupe socialistes et apparentés propose de revenir sur l’allègement de la fiscalité sur les actions gratuites voté lors de la LFSS 2019 par la majorité.Cette disposition n’avait pas fait l’objet d’une étude d’impact, cependant au moment des débats en séance, la perte de recettes a été chiffrée à 120 millions d’euros par an. Une telle dépense n’est pas justifiée cette année alors que le déficit de la sécurité sociale repart à la hausse en raison de l'épidémie de la COVID-19.Ce dispositif, qui permet l’attribution gratuite d’actions, concerne essentiellement des salariés très bien rémunérés de grands groupes et les dirigeants. Or, alors que de nouveaux efforts sont demandés à l’hôpital public, aux actifs et aux français les plus modestes, il n’est pas concevable de maintenir ce cadeau fiscal au bénéfice des plus riches.Nous sommes face à une crise sanitaire et économique qui justifie que chacun fasse preuve de solidarité, les premiers de cordée a fortiori plus que les autres.C’est la raison pour laquelle nous proposons de ramener la contribution patronale au taux de 30 %."
